word,score
argle,0.3577537796976242
lacet,0.3574082073434125
irone,0.3569762419006479
oners,0.35680345572354216
renos,0.35680345572354216
seron,0.35680345572354216
noser,0.3568034557235421
rones,0.3568034557235421
senor,0.3568034557235421
lutea,0.3565442764578834
anise,0.35654427645788334
isnae,0.35654427645788334
saine,0.35654427645788334
taber,0.3560259179265659
abler,0.35516198704103674
belar,0.35516198704103674
blaer,0.35516198704103674
blear,0.35516198704103674
renay,0.35516198704103674
rayne,0.3551619870410367
nitre,0.35481641468682507
niter,0.354816414686825
trine,0.354816414686825
teloi,0.3547300215982721
toile,0.3547300215982721
nerts,0.35464362850971926
rents,0.35464362850971926
terns,0.3546436285097192
lotes,0.3545572354211663
telos,0.3545572354211663
toles,0.3545572354211663
aimer,0.3540388768898488
maire,0.3540388768898488
ramie,0.3540388768898488
rimae,0.3540388768898488
mares,0.353866090712743
maser,0.353866090712743
reams,0.353866090712743
marse,0.35386609071274294
afore,0.35377969762419004
recto,0.3535205183585313
gares,0.3534341252699784
rages,0.3534341252699784
sager,0.3534341252699784
sarge,0.3534341252699784
segar,0.3534341252699784
agers,0.35343412526997836
gears,0.35343412526997836
cates,0.35308855291576674
sceat,0.35308855291576674
taces,0.35308855291576674
cesta,0.3530885529157667
outre,0.35265658747300216
ceorl,0.3526565874730021
rotal,0.3524838012958963
tolar,0.3524838012958963
denar,0.35239740820734344
redan,0.35239740820734344
dearn,0.3523974082073434
ileac,0.3523974082073434
aloed,0.3523110151187905
alecs,0.3522246220302376
claes,0.3522246220302376
laces,0.3522246220302376
oaker,0.3520518358531317
haole,0.3519654427645788
loure,0.351792656587473
roule,0.351792656587473
trefa,0.3516198704103672
feart,0.35161987041036713
frate,0.35161987041036713
salue,0.3513606911447084
erbia,0.35101511879049674
potae,0.35092872570194383
abers,0.350842332613391
bears,0.350842332613391
bares,0.35084233261339093
baser,0.35084233261339093
braes,0.35084233261339093
saber,0.35084233261339093
sabre,0.35084233261339093
farle,0.35075593952483797
toise,0.35041036717062635
arpen,0.3501511879049676
lated,0.3501511879049676
paren,0.3501511879049676
olpae,0.35006479481641467
ethal,0.3498056155507559
thale,0.3498056155507559
luter,0.34963282937365014
reins,0.34963282937365014
rines,0.3496328293736501
serin,0.3496328293736501
solei,0.3495464362850972
laker,0.34902807775377964
toyer,0.34902807775377964
wrate,0.3485961123110151
yates,0.3485961123110151
tawer,0.34859611231101506
cores,0.3483369330453564
ariot,0.34833693304535635
ceros,0.34833693304535635
corse,0.34833693304535635
ratos,0.34816414686825053
rotas,0.34816414686825053
sorta,0.34816414686825053
taros,0.34816414686825053
toras,0.34816414686825053
saice,0.34807775377969763
lepta,0.3479049676025918
palet,0.34790496760259176
pelta,0.34790496760259176
tepal,0.34790496760259176
lyase,0.34773218142548595
yales,0.34773218142548595
lawer,0.3477321814254859
waler,0.3477321814254859
ourie,0.34764578833693305
euros,0.34747300215982724
roues,0.34747300215982724
istle,0.3473866090712743
lites,0.3473866090712743
steil,0.3473866090712743
stile,0.3473866090712743
teils,0.3473866090712743
tiles,0.3473866090712743
orals,0.34730021598272137
soral,0.34730021598272137
feria,0.3466090712742981
fares,0.3464362850971922
farse,0.3464362850971922
fears,0.3464362850971922
lento,0.3464362850971922
olent,0.3464362850971922
citer,0.3463498920086393
recit,0.3463498920086393
recti,0.3463498920086393
roted,0.3462634989200864
trode,0.3462634989200864
doter,0.34626349892008634
certs,0.34617710583153344
togae,0.34609071274298053
tyler,0.3460043196544276
throe,0.3459179265658747
dates,0.3458315334773218
sated,0.3458315334773218
tased,0.3458315334773218
teads,0.3458315334773218
stade,0.34583153347732176
tsade,0.34583153347732176
enarm,0.3457451403887689
namer,0.3457451403887689
paseo,0.3457451403887689
reman,0.3457451403887689
psoae,0.34574514038876886
amole,0.34565874730021595
ashet,0.34548596112311014
haets,0.34548596112311014
hates,0.34548596112311014
heast,0.34548596112311014
heats,0.34548596112311014
urite,0.34548596112311014
uteri,0.3454859611231101
drole,0.34539956803455724
liart,0.34531317494600433
regna,0.34531317494600433
renga,0.34531317494600433
trues,0.34531317494600433
sture,0.3453131749460043
slart,0.3451403887688985
ailed,0.34514038876889847
eliad,0.34514038876889847
dales,0.34496760259179265
deals,0.34496760259179265
lades,0.34496760259179265
lased,0.34496760259179265
leads,0.34496760259179265
slade,0.34496760259179265
taver,0.3449676025917926
trave,0.3449676025917926
asker,0.34470842332613394
eskar,0.34470842332613394
kesar,0.34470842332613394
reaks,0.34470842332613394
saker,0.34470842332613394
skear,0.34470842332613394
rakes,0.3447084233261339
hales,0.344622030237581
halse,0.344622030237581
heals,0.344622030237581
selah,0.344622030237581
sheal,0.344622030237581
lures,0.34444924406047517
luser,0.34444924406047517
rules,0.34444924406047517
velar,0.34410367170626355
ancle,0.3441036717062635
laver,0.34410367170626344
ravel,0.34410367170626344
opter,0.3440172786177106
repot,0.3440172786177106
toper,0.3440172786177106
acred,0.3439308855291577
cadre,0.3439308855291577
cared,0.3439308855291577
arced,0.3439308855291576
raced,0.3439308855291576
yores,0.3438444924406048
oyers,0.3438444924406047
pieta,0.3437580993520518
chare,0.343585313174946
pates,0.343585313174946
peats,0.343585313174946
septa,0.343585313174946
speat,0.343585313174946
tapes,0.343585313174946
tepas,0.343585313174946
rache,0.34358531317494595
spate,0.34358531317494595
sawer,0.3434125269978402
sewar,0.3434125269978402
wares,0.3434125269978402
resaw,0.34341252699784014
sware,0.34341252699784014
wears,0.34341252699784014
ulnae,0.34323974082073433
loper,0.3431533477321814
poler,0.3431533477321814
prole,0.3431533477321814
rueda,0.3430669546436285
aglet,0.34306695464362846
pilae,0.34289416846652265
pilea,0.34289416846652265
brane,0.34272138228941684
leaps,0.34272138228941684
pales,0.34272138228941684
peals,0.34272138228941684
pelas,0.34272138228941684
pleas,0.34272138228941684
salep,0.34272138228941684
sepal,0.34272138228941684
speal,0.34272138228941684
aruhe,0.3427213822894168
spale,0.3427213822894168
notes,0.34211663066954645
seton,0.34211663066954645
steno,0.34211663066954645
tones,0.34211663066954645
pacer,0.34168466522678187
resty,0.34168466522678187
treys,0.34168466522678187
tyres,0.34168466522678187
crape,0.3416846652267818
styre,0.3416846652267818
tyers,0.3416846652267818
eloin,0.34142548596112315
olein,0.3414254859611231
enols,0.3412526997840173
lenos,0.3412526997840173
losen,0.3412526997840173
noels,0.3412526997840173
noles,0.3412526997840173
cires,0.3411663066954644
cries,0.3411663066954644
erics,0.3411663066954644
icers,0.3411663066954644
rices,0.3411663066954644
crise,0.3411663066954643
seric,0.3411663066954643
dores,0.3410799136069115
doser,0.3410799136069115
redos,0.3410799136069115
resod,0.3410799136069115
rodes,0.3410799136069115
deros,0.3410799136069114
doers,0.3410799136069114
dorse,0.3410799136069114
rosed,0.3410799136069114
sored,0.3410799136069114
airts,0.3409935205183586
tiars,0.3409935205183586
artis,0.3409935205183585
astir,0.3409935205183585
raits,0.3409935205183585
riley,0.3409935205183585
sitar,0.3409935205183585
stria,0.3409935205183585
tarsi,0.3409935205183585
aides,0.3408207343412527
ideas,0.3408207343412527
lyres,0.3408207343412527
slyer,0.3408207343412527
pareu,0.34082073434125265
heros,0.3407343412526998
hoers,0.3407343412526998
rohes,0.3407343412526998
hoser,0.34073434125269975
shero,0.34073434125269975
shoer,0.34073434125269975
ablet,0.34047516198704103
blate,0.34047516198704103
yenta,0.34047516198704103
sieur,0.34030237580993516
oncer,0.3402159827213823
recon,0.3402159827213823
lairs,0.3401295896328294
laris,0.3401295896328294
liars,0.3401295896328294
liras,0.3401295896328294
arils,0.34012958963282935
rails,0.34012958963282935
rials,0.34012958963282935
orant,0.34004319654427645
rotan,0.34004319654427645
toran,0.34004319654427645
trona,0.34004319654427645
aiver,0.33995680345572354
eniac,0.33995680345572354
vaire,0.33995680345572354
acnes,0.33978401727861773
canes,0.33978401727861773
saver,0.33978401727861773
scena,0.33978401727861773
vares,0.33978401727861773
avers,0.3397840172786177
raves,0.3397840172786177
leany,0.33961123110151187
deary,0.339438444924406
deray,0.339438444924406
rayed,0.339438444924406
yeard,0.339438444924406
rouen,0.33935205183585315
elint,0.3392656587473002
enlit,0.3392656587473002
intel,0.3392656587473002
lenti,0.3392656587473002
ergot,0.33917926565874734
tames,0.33917926565874734
loran,0.3391792656587473
mates,0.3391792656587473
meats,0.3391792656587473
satem,0.3391792656587473
teams,0.3391792656587473
hayer,0.3390928725701944
tired,0.3390928725701944
tride,0.3390928725701944
aunes,0.33892008639308857
drest,0.33892008639308857
usnea,0.33892008639308857
pores,0.33883369330453567
repos,0.33883369330453567
ropes,0.33883369330453567
gates,0.3387473002159827
geats,0.3387473002159827
getas,0.3387473002159827
morel,0.3387473002159827
ither,0.33874730021598265
aspie,0.3385745140388769
paise,0.3385745140388769
tehrs,0.3385745140388769
maile,0.33848812095032393
almes,0.3383153347732182
frena,0.3383153347732182
lames,0.3383153347732182
melas,0.3383153347732182
ogler,0.3383153347732182
leams,0.3383153347732181
males,0.3383153347732181
meals,0.3383153347732181
mesal,0.3383153347732181
samel,0.3383153347732181
riled,0.3382289416846652
clote,0.33796976241900645
telco,0.33796976241900645
gales,0.33788336933045354
geals,0.33788336933045354
anted,0.33771058315334773
herls,0.33771058315334773
lehrs,0.33771058315334773
paeon,0.3376241900647948
ahent,0.33736501079913606
atoke,0.33736501079913606
neath,0.33736501079913606
thane,0.33736501079913606
crame,0.33727861771058315
macer,0.3372786177105831
apery,0.33719222462203025
tuner,0.33719222462203025
urent,0.33719222462203025
eosin,0.33710583153347734
larnt,0.3370194384449244
cager,0.3368466522678186
eland,0.33684665226781857
lande,0.33684665226781857
naled,0.33684665226781857
petri,0.33684665226781857
piert,0.3368466522678185
perts,0.33667386609071276
prest,0.33667386609071276
perst,0.3366738660907127
strep,0.3366738660907127
anker,0.33658747300215985
naker,0.33658747300215985
nerka,0.33658747300215985
ranke,0.3365874730021598
hared,0.3363282937365011
rahed,0.336328293736501
abets,0.3361555075593953
bates,0.3361555075593953
beats,0.3361555075593953
betas,0.3361555075593953
tabes,0.3361555075593953
besat,0.3361555075593952
aleft,0.3360691144708423
aweto,0.3360691144708423
auger,0.33598272138228946
rugae,0.3359827213822894
piler,0.33598272138228935
lerps,0.3358099352051836
blore,0.3357235421166307
onery,0.3357235421166307
borel,0.33572354211663064
roble,0.33572354211663064
royne,0.33572354211663064
paten,0.3354643628509719
tapen,0.3354643628509719
ables,0.3352915766738661
awner,0.3352915766738661
baels,0.3352915766738661
bales,0.3352915766738661
beals,0.3352915766738661
blaes,0.3352915766738661
blase,0.3352915766738661
rewan,0.3352915766738661
yeans,0.3352915766738661
sable,0.33529157667386605
sayne,0.33529157667386605
alowe,0.33520518358531315
noria,0.33503239740820734
inset,0.33494600431965443
neist,0.33494600431965443
nites,0.33494600431965443
retax,0.33494600431965443
senti,0.33494600431965443
sient,0.33494600431965443
teins,0.33494600431965443
tines,0.33494600431965443
taxer,0.3349460043196544
roans,0.33485961123110153
moire,0.33460043196544276
plena,0.33460043196544276
moers,0.33442764578833695
mores,0.33442764578833695
morse,0.33442764578833695
omers,0.33442764578833695
padre,0.33442764578833695
smore,0.33442764578833695
pared,0.3344276457883369
raped,0.3344276457883369
latke,0.334341252699784
caber,0.33425485961123114
acerb,0.3342548596112311
cabre,0.3342548596112311
amies,0.3341684665226782
goier,0.3341684665226782
maise,0.3341684665226782
elsin,0.33408207343412527
lenis,0.33408207343412527
liens,0.33408207343412527
lines,0.33408207343412527
nelis,0.33408207343412527
phare,0.33408207343412527
silen,0.33408207343412527
hepar,0.3340820734341252
laxer,0.3340820734341252
raphe,0.3340820734341252
ergos,0.3339956803455724
goers,0.3339956803455724
regos,0.3339956803455724
gores,0.33399568034557237
gorse,0.33399568034557237
ogres,0.33399568034557237
soger,0.33399568034557237
dries,0.33390928725701946
rides,0.33390928725701946
resid,0.3339092872570194
sider,0.3339092872570194
sired,0.3339092872570194
aegis,0.33373650107991365
coset,0.3336501079913607
coste,0.3336501079913607
cotes,0.3336501079913607
escot,0.3336501079913607
estoc,0.3336501079913607
blert,0.3335637149028078
heirs,0.3335637149028078
hires,0.3335637149028078
rhies,0.3335637149028078
shier,0.3335637149028078
yrent,0.3335637149028078
sehri,0.33356371490280773
crine,0.33304535637149024
doner,0.3329589632829374
redon,0.3329589632829374
locie,0.33295896328293734
oleic,0.33295896328293734
ronde,0.33295896328293734
intra,0.33287257019438443
riant,0.33287257019438443
agone,0.3327861771058315
coles,0.3327861771058315
genoa,0.3327861771058315
reamy,0.3327861771058315
socle,0.3327861771058315
touse,0.3327861771058315
daine,0.3326997840172786
diane,0.3326997840172786
rants,0.3326997840172786
tarns,0.3326997840172786
trans,0.3326997840172786
starn,0.33269978401727857
altos,0.3326133909287257
loast,0.3326133909287257
lotas,0.3326133909287257
rhone,0.3326133909287257
salto,0.3326133909287257
tolas,0.3326133909287257
honer,0.33261339092872566
lotsa,0.33261339092872566
deans,0.3325269978401728
snead,0.3325269978401728
saned,0.33252699784017276
miter,0.33244060475161985
mitre,0.33244060475161985
yager,0.332354211663067
aygre,0.33235421166306695
terms,0.33226781857451404
trems,0.33226781857451404
hanse,0.33218142548596113
inure,0.33218142548596113
fetor,0.3321814254859611
ofter,0.3321814254859611
louie,0.3320950323974082
runes,0.33200863930885527
eusol,0.33192224622030236
ousel,0.33192224622030236
larns,0.33183585313174946
fates,0.33174946004319655
feats,0.33174946004319655
fetas,0.33174946004319655
festa,0.3317494600431965
pries,0.33166306695464365
ripes,0.33166306695464365
speir,0.33166306695464365
spier,0.33166306695464365
epris,0.3316630669546436
peris,0.3316630669546436
piers,0.3316630669546436
prise,0.3316630669546436
laevo,0.3315766738660907
loave,0.3315766738660907
meril,0.3315766738660907
miler,0.3315766738660907
taroc,0.3315766738660907
volae,0.3315766738660907
bores,0.3314038876889849
brose,0.3314038876889849
merls,0.3314038876889849
robes,0.3314038876889849
forel,0.33131749460043197
abies,0.33114470842332616
lycea,0.33114470842332616
lacey,0.3311447084233261
liger,0.3311447084233261
ament,0.3310583153347732
manet,0.3310583153347732
menta,0.3310583153347732
alefs,0.3308855291576674
coure,0.3308855291576674
feals,0.3308855291576674
fleas,0.3308855291576674
leafs,0.3308855291576674
drent,0.3307991360691145
telic,0.33079913606911443
preon,0.3307127429805616
claro,0.3307127429805615
toled,0.3307127429805615
celts,0.3306263498920086
troke,0.3304535637149028
toker,0.33045356371490275
helot,0.3303671706263499
thole,0.33036717062634985
aspen,0.330280777537797
napes,0.330280777537797
neaps,0.330280777537797
panes,0.330280777537797
peans,0.330280777537797
sneap,0.330280777537797
spean,0.330280777537797
spane,0.33028077753779694
beano,0.3301943844492441
leman,0.3301943844492441
zaire,0.33019438444924404
armed,0.33002159827213823
derma,0.33002159827213823
ketas,0.33002159827213823
madre,0.33002159827213823
razes,0.33002159827213823
takes,0.33002159827213823
teaks,0.33002159827213823
tuile,0.32993520518358527
facer,0.32984881209503236
bayer,0.3297624190064795
lutes,0.3297624190064795
barye,0.32976241900647946
beray,0.32976241900647946
genal,0.32976241900647946
raxes,0.32976241900647946
tules,0.32976241900647946
yerba,0.32976241900647946
herma,0.32967602591792655
radge,0.32958963282937365
ragde,0.32958963282937365
raged,0.32958963282937365
biter,0.3294168466522678
rebit,0.3294168466522678
alkie,0.3293304535637149
acted,0.32924406047516197
gerah,0.32924406047516197
eyots,0.32915766738660907
kales,0.32915766738660907
lakes,0.32915766738660907
leaks,0.32915766738660907
slake,0.32915766738660907
twoer,0.329157667386609
feuar,0.3289848812095032
rajes,0.3288984881209503
tache,0.3288984881209503
tawie,0.3288984881209503
theca,0.3288984881209503
waite,0.3288984881209503
cruet,0.3287257019438445
curet,0.3287257019438445
eruct,0.3287257019438445
tawse,0.3287257019438445
twaes,0.3287257019438445
wetas,0.3287257019438445
cuter,0.32872570194384443
cosie,0.3286393088552916
prent,0.3285529157667387
birle,0.3285529157667386
clart,0.3285529157667386
liber,0.3285529157667386
iotas,0.32846652267818577
ostia,0.3284665226781857
stoai,0.3284665226781857
clade,0.3283801295896328
laced,0.3283801295896328
syren,0.3283801295896328
owler,0.32829373650107996
rowel,0.3282937365010799
soyle,0.3282937365010799
acker,0.32812095032397404
crake,0.32812095032397404
chela,0.3280345572354212
walie,0.32803455723542113
alews,0.3278617710583153
lucre,0.3278617710583153
swale,0.3278617710583153
sweal,0.3278617710583153
wales,0.3278617710583153
weals,0.3278617710583153
remap,0.3277753779697624
airns,0.3276889848812095
naris,0.3276889848812095
rains,0.3276889848812095
ranis,0.3276889848812095
sarin,0.3276889848812095
gaper,0.32734341252699783
pager,0.32734341252699783
parge,0.32734341252699783
corey,0.32725701943844493
emirs,0.32725701943844493
meris,0.32725701943844493
mires,0.32725701943844493
oaves,0.32725701943844493
riems,0.32725701943844493
rimes,0.32725701943844493
coyer,0.3272570194384449
soave,0.3272570194384449
lehua,0.327170626349892
otary,0.32708423326133906
yarto,0.32708423326133906
fores,0.3269978401727862
froes,0.3269978401727862
orfes,0.3269978401727862
ardeb,0.32699784017278616
barde,0.32699784017278616
bared,0.32699784017278616
epact,0.32699784017278616
grise,0.32682505399568035
coria,0.3265658747300216
cites,0.32647948164146867
etics,0.32647948164146867
tices,0.32647948164146867
cesti,0.3264794816414686
acros,0.32639308855291577
arcos,0.32639308855291577
doest,0.32639308855291577
dotes,0.32639308855291577
orcas,0.32639308855291577
tosed,0.32639308855291577
oscar,0.3263930885529157
enorm,0.32630669546436286
moner,0.32630669546436286
morne,0.32630669546436286
lytes,0.32613390928725705
yelts,0.32613390928725705
caple,0.326133909287257
taupe,0.326133909287257
amine,0.3260475161987041
minae,0.3260475161987041
shote,0.3260475161987041
ergon,0.32587473002159834
amens,0.3258747300215983
genro,0.3258747300215983
grone,0.3258747300215983
lirot,0.3258747300215983
manes,0.3258747300215983
manse,0.3258747300215983
means,0.3258747300215983
names,0.3258747300215983
negro,0.3258747300215983
nemas,0.3258747300215983
samen,0.3258747300215983
triol,0.3258747300215983
mensa,0.3258747300215982
rotls,0.32570194384449247
oiled,0.3257019438444924
oldie,0.3257019438444924
nerds,0.32561555075593956
rends,0.32561555075593956
ceils,0.3256155507559395
ciels,0.3256155507559395
clies,0.3256155507559395
derns,0.3256155507559395
etuis,0.3256155507559395
cento,0.3255291576673866
conte,0.3255291576673866
delos,0.3255291576673866
doles,0.3255291576673866
lodes,0.3255291576673866
losed,0.3255291576673866
oncet,0.3255291576673866
solde,0.3255291576673866
soled,0.3255291576673866
uraos,0.3255291576673866
alist,0.3254427645788337
geans,0.3254427645788337
genas,0.3254427645788337
kiore,0.3254427645788337
litas,0.3254427645788337
rhine,0.3254427645788337
tails,0.3254427645788337
helio,0.3253563714902808
arefy,0.32535637149028074
faery,0.32535637149028074
fayer,0.32535637149028074
fayre,0.32535637149028074
herns,0.3252699784017279
keros,0.3252699784017279
kores,0.3252699784017279
rokes,0.3252699784017279
pelau,0.32526997840172783
vitae,0.32526997840172783
helos,0.325183585313175
holes,0.325183585313175
hosel,0.3251835853131749
sheol,0.3251835853131749
vesta,0.325097192224622
certy,0.32509719222462197
freit,0.3250107991360691
kaies,0.3250107991360691
rifte,0.3250107991360691
treif,0.3250107991360691
frets,0.3248380129589633
terfs,0.32483801295896325
ileus,0.3247516198704104
lieus,0.3247516198704104
comae,0.32475161987041035
cored,0.32449244060475163
notal,0.32449244060475163
tolan,0.32449244060475163
coder,0.3244924406047516
artic,0.32440604751619867
triac,0.32440604751619867
tardo,0.32431965442764576
troad,0.32431965442764576
avels,0.32423326133909286
biers,0.32423326133909286
birse,0.32423326133909286
breis,0.32423326133909286
bries,0.32423326133909286
brise,0.32423326133909286
cadie,0.32423326133909286
carts,0.32423326133909286
laves,0.32423326133909286
levas,0.32423326133909286
ribes,0.32423326133909286
scrat,0.32423326133909286
selva,0.32423326133909286
vales,0.32423326133909286
valse,0.32423326133909286
veals,0.32423326133909286
scart,0.3242332613390928
tuyer,0.3242332613390928
estop,0.32414686825053995
lifer,0.32414686825053995
ocher,0.32414686825053995
ochre,0.32414686825053995
owrie,0.32414686825053995
poets,0.32414686825053995
potes,0.32414686825053995
rowie,0.32414686825053995
stoep,0.32414686825053995
stope,0.32414686825053995
topes,0.32414686825053995
cades,0.32406047516198705
cased,0.32406047516198705
daces,0.32406047516198705
ecads,0.32406047516198705
lyart,0.324060475161987
metol,0.324060475161987
owres,0.32397408207343414
resow,0.32397408207343414
serow,0.32397408207343414
weros,0.32397408207343414
torah,0.3239740820734341
layed,0.3238876889848812
leady,0.3238876889848812
hoaed,0.3238012958963283
noule,0.3238012958963283
aches,0.3237149028077754
curie,0.3237149028077754
ureic,0.3237149028077754
uredo,0.32362850971922247
crues,0.32354211663066956
cures,0.32354211663066956
ecrus,0.32354211663066956
repin,0.32354211663066956
sucre,0.32354211663066956
cruse,0.3235421166306695
hayle,0.3235421166306695
lited,0.3235421166306695
tiled,0.3235421166306695
loipe,0.3234557235421166
carls,0.32336933045356375
adieu,0.3233693304535637
delts,0.3233693304535637
perns,0.3233693304535637
ratus,0.3233693304535637
surat,0.3233693304535637
sutra,0.3233693304535637
elops,0.32328293736501085
boner,0.3232829373650108
kiter,0.3232829373650108
lopes,0.3232829373650108
olpes,0.3232829373650108
poles,0.3232829373650108
trike,0.3232829373650108
varec,0.3231965442764579
caver,0.32319654427645783
horal,0.323110151187905
treks,0.323110151187905
grame,0.32293736501079917
regma,0.32293736501079917
marge,0.3229373650107991
beans,0.32285097192224627
banes,0.3228509719222462
basen,0.3228509719222462
hause,0.3228509719222462
nabes,0.3228509719222462
flane,0.3227645788336933
azote,0.3226781857451404
toaze,0.3226781857451404
urali,0.32267818574514034
urial,0.32267818574514034
fader,0.32259179265658744
fared,0.32259179265658744
peaty,0.32250539956803453
sural,0.32250539956803453
liker,0.32241900647948163
coper,0.3222462203023758
aport,0.32207343412527
porta,0.32207343412526995
yetis,0.3219870410367171
chert,0.32198704103671705
seity,0.32198704103671705
twier,0.32198704103671705
twire,0.32198704103671705
yites,0.32198704103671705
apode,0.32190064794816414
paedo,0.32190064794816414
azole,0.32181425485961124
capes,0.32181425485961124
paces,0.32181425485961124
trews,0.32181425485961124
zoeal,0.32181425485961124
scape,0.3218142548596112
strew,0.3218142548596112
clame,0.32172786177105833
macle,0.3217278617710583
ayelp,0.32164146868250537
hated,0.32164146868250537
lunet,0.32164146868250537
